,Unnamed: 0,name,link,comments,Tomato Type,Breed,Season,Leaf Type,Plant Type,Plant Height,Fruit Size,Fruit Shape,Skin Color,Flesh Color,Taste,Comments,Origin,History,Usage,Availability,Disease Resistance,Flaws,Plant Height Unit,Fruit Size Unit
2239,2239,Amana Orange,https://njaes.rutgers.edu/tomato-varieties/variety.php?Amana+Orange,,Heirloom,Open Pollinated,Early,Narrow,Indeterminate,,10,Beefsteak,Orange,Orange,Mild,Sweet flavor at times somewhat bland.,USA,"From Amana, Iowa.",Fresh,"Seed Exchange, Commercial",,,,oz.
2240,2240,Jaune Flamme,https://njaes.rutgers.edu/tomato-varieties/variety.php?Jaune+Flamme,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,3,Round,Orange,Orange,Fruity,Fruity floral flavor.,France,,Fresh,"Seed Exchange, Commercial",,,ft.,oz.
2241,2241,Russian Persimon,https://njaes.rutgers.edu/tomato-varieties/variety.php?Russian+Persimon,,Heirloom,Open Pollinated,,Narrow,Determinate,,,Flattened Globe,Orange,Yellow,,Free of blemishes?  Mild sweet flavor?,Russia,Brought to U.S. by Seed Savers Exchange.,Fresh,"Seed Exchange, Commercial",,,,
2242,2242,Golden Sunshine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Golden+Sunshine,,Specialty,Open Pollinated,Mid,Narrow,Indeterminate,6,0.4,Plum,Orange,,,,,,,,,,ft.,oz.
2243,2243,Moonglow,https://njaes.rutgers.edu/tomato-varieties/variety.php?Moonglow,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,6,Round,Orange,Orange,,,,,,,,,ft.,oz.
2244,2244,Orange King,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+King,,Specialty,Open Pollinated,Late,Normal,Determinate,3,12,Flattened Globe,Orange,Orange,,Compact plants.,,,,,,,ft.,oz.
2245,2245,Orange Santa,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Santa,,Specialty,Hybrid,Mid,Narrow,Indeterminate,7,0.4,Grape,Orange,Orange,,,,,,,,,ft.,oz.
2246,2246,Tangerine Mama,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tangerine+Mama,,,Hybrid,Mid,Narrow,Indeterminate,5,3,Round,Orange,,,,,,,,,,ft.,- 4 oz.
2247,2247,Orange Blossom,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Blossom,,,Hybrid,Early,Narrow,Determinate,3,6-7,Round,Orange,Orange,Mild,,,,,,,,ft.,oz.
2248,2248,Valencia,https://njaes.rutgers.edu/tomato-varieties/variety.php?Valencia,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,4,8-10,Round,Orange,Orange,Tomato Flavor,Meaty interior with few seeds.,,,,,,,ft.,oz.
2249,2249,Sweet Tangerine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Tangerine,,Heirloom,Hybrid,Mid,Narrow,Determinate,4,6,Round,Orange,Orange,Sweet,,,,,,,,ft.,oz.
2250,2250,Nectarine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Nectarine,,Specialty,Open Pollinated,Early,Narrow,Indeterminate,5,6,Round,Orange,Orange,,Shiny and actually looks like the tree fruit.,,,,,,,ft.,oz.
2251,2251,Tangella,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tangella,,,,Early,Narrow,Indeterminate,5,2-3,Round,Orange,,,,,,,,,,ft.,oz.
2252,2252,Golden Sweet,https://njaes.rutgers.edu/tomato-varieties/variety.php?Golden+Sweet,,Garden,Hybrid,Early,Normal,Indeterminate,7,0.5,Grape,Orange,Golden,Sweet,Plum shape; crack resistant.,,,,,,,ft.,oz.
2253,2253,Orange Panuche,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Panuche,,,Hybrid,Early,Narrow,Semi-Determinate,5,1,Cherry,Orange,Orange,,,,,,,Tobbacco Mosaic Virus,,ft.,oz.
2254,2254,Orange Wellington,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Wellington,,Garden,Hybrid,Mid,Narrow,Indeterminate,5,12,Beefsteak,Orange,Orange,,Meaty few seeds.,,,,,,,ft.,oz.
2255,2255,Djena Lee's Golden Girl,https://njaes.rutgers.edu/tomato-varieties/variety.php?Djena+Lee's+Golden+Girl,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,10,Round,Orange,Orange,,,,Dating back to the 1920's that's rumored to have won 1st Place at the Chicago Fair 10 years in a row.,,,,,ft.,oz.
2256,2256,Prize of the Trials,https://njaes.rutgers.edu/tomato-varieties/variety.php?Prize+of+the+Trials,,Specialty,Open Pollinated,Late,Normal,Indeterminate,6,2,Round,Orange,Orange,,,,,,,,,ft.,oz.
2257,2257,Toronjina,https://njaes.rutgers.edu/tomato-varieties/variety.php?Toronjina,,Specialty,Hybrid,Early,Normal,Indeterminate,7,0.6,Cherry,Orange,Orange,,,,,,,"Fusarium Wilt Race 1, Fusarium Wilt Race 2",,ft.,oz.
2258,2258,Golden Delight,https://njaes.rutgers.edu/tomato-varieties/variety.php?Golden+Delight,,Specialty,Open Pollinated,Late,Normal,Determinate,4,5,Round,Orange,Orange,,Heavy cracking in NJ trials.,,,,,,,ft.,oz.
2259,2259,Heirloom Orange,https://njaes.rutgers.edu/tomato-varieties/variety.php?Heirloom+Orange,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,12,Beefsteak,Orange,Orange,,,,,,,,,ft.,oz.
2260,2260,Orange Slice,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Slice,,Garden,Hybrid,Mid,Normal,Indeterminate,7,16,Beefsteak,Orange,Orange,,,,,,,,,ft.,oz.
2261,2261,Orange Sunshine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Sunshine,,Specialty,Hybrid,Early,Normal,Indeterminate,8,0.5,Cherry,Orange,Orange,,,,,,,,,ft.,oz.
2262,2262,SunSugar,https://njaes.rutgers.edu/tomato-varieties/variety.php?SunSugar,,,Hybrid,Mid,Normal,Indeterminate,6,0.5,Cherry,Orange,Orange,,"Fruit is 1.25"" long.",,,,,,,ft.,oz.
2263,2263,Emmy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Emmy,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,10,Round,Orange,Orange,,,Romania,"Heirloom donated to SSE by Ernestine and Richard Bloomberg of Tigard, Oregon, who have grown the variety since 1979. Originated with Ernestine’s friend Emmy who fled Romania after WWII with one of her Transylvanian tomatoes.",,,,,ft.,oz.
2264,2264,Orange Minsk,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Minsk,,Specialty,Open Pollinated,Late,Normal,Indeterminate,7,12,Beefsteak,Orange,Orange,,,,,,,,,ft.,oz.
2265,2265,Peach Blow Sutton,https://njaes.rutgers.edu/tomato-varieties/variety.php?Peach+Blow+Sutton,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,8,7,Round,Orange,Orange,,Fruit is fuzzy like a peach.,England,Introduced by Sutton Seeds about 100 years ago.,,,,,ft.,oz.
2266,2266,Striped Stuffer,https://njaes.rutgers.edu/tomato-varieties/variety.php?Striped+Stuffer,,Specialty,Open Pollinated,Late,Normal,Indeterminate,7,5,Bell,Orange,Orange,,Unique hollow fruit.,,,,,,,ft.,oz.
2267,2267,Dads Sunset,https://njaes.rutgers.edu/tomato-varieties/variety.php?Dads+Sunset,,Heirloom,Open Pollinated,Late,,Indeterminate,5,10,Round,Orange,Orange,,,,,,,,,ft.,oz.
2268,2268,Woodle Orange,https://njaes.rutgers.edu/tomato-varieties/variety.php?Woodle+Orange,,Heirloom,Open Pollinated,Late,,Indeterminate,5,8,Round,Orange,Orange,,,,,,,,,ft.,oz.
2269,2269,Orange Fizz,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Fizz,,Specialty,Hybrid,Mid,Normal,Indeterminate,6,0.6,Grape,Orange,Orange,,Crack resistant.,,,,,,,ft.,oz.
2270,2270,Power Pops,https://njaes.rutgers.edu/tomato-varieties/variety.php?Power+Pops,,,Hybrid,Early,Normal,Indeterminate,2,0.35,Cherry,Orange,Orange,,Fruit has 555 more lycopene and carotenoids then standard.,,,,,,,ft.,oz.
2271,2271,Lizziebelle,https://njaes.rutgers.edu/tomato-varieties/variety.php?Lizziebelle,,Garden,Hybrid,Mid,Normal,Indeterminate,6,0.85,Plum,Orange,Orange,,Baby plum,,,,,,,ft.,oz.
2272,2272,Golden Jubilee,https://njaes.rutgers.edu/tomato-varieties/variety.php?Golden+Jubilee,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,6,10,Round,Orange,Orange,,Solid fruit with few seeds.,,,,,,,ft.,oz.
2273,2273,Barnes Mountain Yellow,https://njaes.rutgers.edu/tomato-varieties/variety.php?Barnes+Mountain+Yellow,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,16,Beefsteak,Orange,Orange,,,,,,,,,ft.,oz.
2274,2274,BHN 871,https://njaes.rutgers.edu/tomato-varieties/variety.php?BHN+871,,Commercial,Hybrid,Mid,Normal,Determinate,4,12,Flattened Globe,Orange,Orange,,,,,,,"Verticillium Wilt, Tobbacco Mosaic Virus",,ft.,oz.
2275,2275,Orange Peach,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Peach,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,7,6,Round,Orange,Orange,,Fuzzy skin.,,,,,,,ft.,oz.
2276,2276,Orange Queen,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Queen,,Heirloom,Open Pollinated,Late,,Indeterminate,5,6,Round,Orange,Orange,,,,,,,,,ft.,oz.
2277,2277,Indigo Kumquat,https://njaes.rutgers.edu/tomato-varieties/variety.php?Indigo+Kumquat,,Specialty,Hybrid,Mid,Normal,Indeterminate,7,1,Grape,Orange,Orange,,,,,,,,,ft.,oz.
2278,2278,Nova (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Nova+(1),,Specialty,Hybrid,Early,Normal,Indeterminate,8,1,Grape,Orange,Orange,,F1N.,,,,,,,ft.,oz.
2279,2279,Sungold Select II,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sungold+Select+II,,Specialty,Open Pollinated,Mid,Normal,Indeterminate,6,0.5,Cherry,Orange,Orange,,An open pollinated selection of the hybrid.,,,,,,,ft.,oz.
2280,2280,Chef's Choice Orange,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chef's+Choice+Orange,,,Hybrid,Mid,,Indeterminate,6,10,Flattened Globe,Orange,Orange,,Bred from Amana Orange.,,,,,,,ft.,oz.
2281,2281,David Davidson's,https://njaes.rutgers.edu/tomato-varieties/variety.php?David+Davidson's,,,Open Pollinated,Late,,Indeterminate,5,8,Round,Orange,Orange,,,,,,,,,ft.,oz.
2282,2282,Golden Sunburst,https://njaes.rutgers.edu/tomato-varieties/variety.php?Golden+Sunburst,,,Open Pollinated,Early,,Indeterminate,6,6,Round,Orange,Orange,,,,,,,,,ft.,oz.
2283,2283,Harless Creek Gold,https://njaes.rutgers.edu/tomato-varieties/variety.php?Harless+Creek+Gold,,,Open Pollinated,Mid,,Indeterminate,6,16,Beefsteak,Orange,Orange,,,,,,,,,ft.,oz.
2284,2284,Perfect Flame,https://njaes.rutgers.edu/tomato-varieties/variety.php?Perfect+Flame,,,Open Pollinated,Mid,,Indeterminate,5,4,Round,Orange,Orange,,Cross between Peron and Flamme.,,,,,,,ft.,oz.
2285,2285,Orange Zinger,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Zinger,,,Hybrid,Mid,,Indeterminate,7,1,Cherry,Orange,Orange,,,,,,,,,ft.,oz.
2286,2286,Orange Roma,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Roma,,,Open Pollinated,Late,,Indeterminate,6,6,Plum,Orange,Orange,,Nearly seedless.,,,,,,,ft.,oz.
2287,2287,Clementine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Clementine,,,Hybrid,Mid,,Indeterminate,7,2,Grape,Orange,Orange,,,,,,,,,ft.,oz.
2288,2288,Amish Gold Slicer,https://njaes.rutgers.edu/tomato-varieties/variety.php?Amish+Gold+Slicer,,,Open Pollinated,Mid,,Indeterminate,5,6,Round,Orange,Orange,,,,,,,,,ft.,oz.
2289,2289,Bellini,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bellini,,,Hybrid,Early,,Indeterminate,5,1,Round,Orange,Orange,,Sweet low acid flavor.,,,,,,,ft.,oz.
2290,2290,Sunrise Sauce,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sunrise+Sauce,,Garden,Hybrid,Early,Normal,Determinate,3,3,Plum,Orange,Orange,Tomato Flavor,Compact plants.,,,,,,,ft.,oz.
2291,2291,Orange Oxheart (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Oxheart+(2),,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,12,Oxheart,Orange,Orange,,Meaty with well balanced flavor.,USA,,,,,,ft.,oz.
2292,2292,Orange Icicle,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Icicle,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,6,Plum,Orange,Orange,,Citrus overtones.,Ukraine,,,,,,ft.,oz.
2293,2293,Honeycomb,https://njaes.rutgers.edu/tomato-varieties/variety.php?Honeycomb,,Garden,Hybrid,Mid,Normal,Indeterminate,6,0.5,Cherry,Orange,Orange,,Long clusters of fruit said to have a taste of honey.,,,,,,,ft.,oz.
2294,2294,Mandarin Cross,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mandarin+Cross,,Garden,Open Pollinated,Mid,Normal,Indeterminate,5,10,Globe,Orange,Yellow,,"Firm flesh, sweet and low acid",Japan,,,,,,ft.,oz.
2295,2295,Apricot Zebra Hybrid,https://njaes.rutgers.edu/tomato-varieties/variety.php?Apricot+Zebra+Hybrid,,Garden,Hybrid,Early,Normal,Indeterminate,6,3,Cherry,Orange,Orange,,Green shoulders and stripes that disappear when ripe,,,,,,,ft.,oz.
2296,2296,Orange Brandywine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Brandywine,,Garden,Open Pollinated,Mid,Potato,Indeterminate,5,16,Flattened Globe,Orange,Orange,,Pure orange beefsteak,,,,,,,ft.,oz.
2297,2297,Maiden's Gold,https://njaes.rutgers.edu/tomato-varieties/variety.php?Maiden's+Gold,,Garden,Open Pollinated,Early,Normal,Indeterminate,5,9,Round,Orange,Orange,,"Juicy, sweet and fruity",USA,,,,,,ft.,oz.
2298,2298,Vivacious,https://njaes.rutgers.edu/tomato-varieties/variety.php?Vivacious,,Garden,Hybrid,Mid,Normal,Indeterminate,5,4,Plum,Orange,Orange,,Balanced flavor and high level of beta-carotene,,,,,,,ft.,oz.
2299,2299,Sun Orange,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sun+Orange,,Garden,Hybrid,Early,Normal,Indeterminate,7,0.2,Cherry,Orange,Orange,,"Similar to Sun Gold but larger, improved crack resistance",,,,,,,ft.,oz.
2300,2300,Glitter,https://njaes.rutgers.edu/tomato-varieties/variety.php?Glitter,,Garden,Hybrid,Mid,Normal,Indeterminate,7,1,Grape,Orange,Orange,,"Brilliant orange tomato on trusses, prolific",USA,,,,,,ft.,oz.
2301,2301,Longkeeper,https://njaes.rutgers.edu/tomato-varieties/variety.php?Longkeeper,,Garden,Open Pollinated,Mid,Normal,Indeterminate,4,6,Round,Orange,Pink,,Fruits become ripe 1-3 months after harvesting.,,,,,,,ft.,oz.
2302,2302,Mortgage Lifter,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mortgage+Lifter,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,15,Beefsteak,Pink,Pink,,Mild flavor can be somewhat mealy.,USA,"Saved by M.C Byles in West Virginia who sold plants for $1.00 in 1940 and paid off his $6,000 mortgage in 6 years.",Fresh,Commercial,,Cracks,ft.,oz.
2303,2303,Missouri Pink Love Apple,https://njaes.rutgers.edu/tomato-varieties/variety.php?Missouri+Pink+Love+Apple,,,Open Pollinated,Late,Narrow,Indeterminate,7,16,Beefsteak,Pink,Pink,,Potato Leaf.,,Grown since the Civil war by the Barnes family.,,,,,ft.,oz.
2304,2304,Aunt Ginny's,https://njaes.rutgers.edu/tomato-varieties/variety.php?Aunt+Ginny's,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,14,Beefsteak,Pink,Pink,,,,,,,,,ft.,oz.
2305,2305,Brandywine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandywine,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,7,10-16,Beefsteak,Pink,Pink,,Known for its flavor. Several strains available.,USA,Saved by the Amish.,Fresh,"Seed Exchange, Commercial",,,ft.,oz.
2306,2306,Caspian Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Caspian+Pink,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,12,Beefsteak,Pink,Pink,,,Russia,,,,,,ft.,oz.
2307,2307,Pink Peach,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Peach,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,8,2,Round,Pink,Pink,,Unique fuzzy fruit.  Tends to be soft when ripe.  Sweet tomato flavor.,,Donated by a local farmer.,Fresh,Seed Exchange,,,ft.,oz.
2308,2308,German Queen,https://njaes.rutgers.edu/tomato-varieties/variety.php?German+Queen,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,6,16,Beefsteak,Pink,Pink,,,,,,,,,ft.,oz.
2309,2309,Giant Belgium,https://njaes.rutgers.edu/tomato-varieties/variety.php?Giant+Belgium,,Garden,Open Pollinated,Late,Narrow,Indeterminate,7,2,Beefsteak,Pink,Pink,,"Large, meaty fruit, sweet flavor?",,,,,,,ft.,lbs.
2310,2310,Hungarian Heart,https://njaes.rutgers.edu/tomato-varieties/variety.php?Hungarian+Heart,,,Open Pollinated,Late,Normal,Indeterminate,7,16,Oxheart,Pink,Pink,Tomato Flavor,Originated from Budapest Hungary.,,,,,,,ft.,oz.
2311,2311,Kalman's Hungarian Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Kalman's+Hungarian+Pink,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,,,Long Blocky,Pink,Pink,,Rich sweet flavor?  Meaty flesh.,,"A family heirloom of Kalman Lajvort of Edison, NJ originally frorm Europe.","Fresh, Paste","Seed Exchange, Commercial",,,,
2312,2312,Mexico,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mexico,,Heirloom,Open Pollinated,Late,Narrow,,6,16,Beefsteak,Pink,Pink,,,Mexico,Brought to USA by Mexican family in the midwest.,,,,,ft.,oz.
2313,2313,Pink Ping Pong,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Ping+Pong,,Specialty,Open Pollinated,Early,Narrow,Indeterminate,8,3,Cherry,Pink,Pink,,Fruit the size and shape of ping pong ball.   Sweet juicy fruit.,,,Fresh,Commercial,,,ft.,oz.
2314,2314,Red Rose (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Rose+(1),,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,7,10,Beefsteak,Pink,Pink,,,USA,A cross between 'Brandywine' and ' Rutgers'.,,,,,ft.,oz.
2315,2315,Rose,https://njaes.rutgers.edu/tomato-varieties/variety.php?Rose,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,10,Beefsteak,Pink,Pink,,,,"Dr. Grace Kaiser, was a physician to the Amish in New Holland, PA, and was given seeds in 1960 by Hannah Lapp, one of her patients.",Fresh,,,,ft.,oz.
2316,2316,Royal Hillbilly,https://njaes.rutgers.edu/tomato-varieties/variety.php?Royal+Hillbilly,,,Open Pollinated,Late,Narrow,Indeterminate,6,16,Beefsteak,Pink,Pink,,,,Selected by Darrell Merrell from variations of 'Hillbilly' tomato.,,,,,ft.,oz.
2317,2317,Amish Paste,https://njaes.rutgers.edu/tomato-varieties/variety.php?Amish+Paste,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,5,1.3,Plum,Pink,Pink,Sweet,"Somewhat sweet, can be bland, mealy.",USA,Saved by the Amish.,Fresh,Commercial,,"Cracks, Uneven Ripening",ft.,oz.
2318,2318,German Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?German+Pink,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,6,12,Beefsteak,Pink,Pink,,"Full, sweet flavor.",Germany,,"Fresh, Paste",,,,ft.,oz.
2319,2319,Momotaro,https://njaes.rutgers.edu/tomato-varieties/variety.php?Momotaro,,Garden,Hybrid,Late,Narrow,Indeterminate,5,6,Round,Pink,Pink,,Sweet flavor.  Popular in Japan.,Japan,,,,,,ft.,oz.
2320,2320,Pink Stuffer,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Stuffer,,Specialty,Open Pollinated,Late,Narrow,Indeterminate,6,10,Round,Pink,Pink,,Stuffing type.,,,,,,,ft.,oz.
2321,2321,Torbay,https://njaes.rutgers.edu/tomato-varieties/variety.php?Torbay,,,Hybrid,Mid,Narrow,Determinate,4,8,Round,Pink,Pink,,,,,,,,,ft.,oz.
2322,2322,Trucker's Favorite,https://njaes.rutgers.edu/tomato-varieties/variety.php?Trucker's+Favorite,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,7,12,Beefsteak,Pink,Pink,,,,First introduced to gardeners in the early 1900s.,,,,,ft.,oz.
2323,2323,Redfield Beauty,https://njaes.rutgers.edu/tomato-varieties/variety.php?Redfield+Beauty,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6,10,Flattened Globe,Pink,Pink,Tomato Flavor,Selected from Livingston’s Beauty in 1885.,USA,,,,,,ft.,oz.
2324,2324,Sheboygan,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sheboygan,,,Open Pollinated,Late,Narrow,Indeterminate,6,4-6,Plum,Pink,,,,,Grown by Lithiuanian immigrants in Sheboygan WI.,Paste,,,,ft.,oz.
2325,2325,Summer Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Summer+Pink,,Garden,Hybrid,Early,Narrow,,,7,Round,Pink,Pink,,"A unique color for a hybrid developed for the Northeast, firm, good sugar acid balance?",USA,,,,"Verticillium Wilt, Fusarium Wilt Race 1",,,oz.
2326,2326,Ultra Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ultra+Pink,,,Hybrid,Mid,Narrow,Semi-Determinate,5,8,Round,Pink,Pink,,Firm fruit.,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Tobbacco Mosaic Virus",,ft.,oz.
2327,2327,Sweet Treats,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Treats,,,Hybrid,Mid,Narrow,Indeterminate,5,1,Cherry,Pink,Pink,,,,,,,,,ft.,oz.
2328,2328,Big Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Big+Pink,,,Open Pollinated,Mid,Narrow,Indeterminate,5,8-10,Round,Pink,,,,,,,,,,ft.,oz.
2329,2329,Brandymaster Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandymaster+Pink,,Garden,Hybrid,Mid,Potato,Indeterminate,6,10,Beefsteak,Pink,Pink,,Potato leaf.,,,,,,,ft.,oz.
2330,2330,Tidwell German,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tidwell+German,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6,1-2,Beefsteak,Pink,Pink,,,USA,From David Pendergrass of Tennesse grown since the 1920's.,,,,,ft.,lbs.
2331,2331,Tough Boy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tough+Boy,,Garden,Hybrid,Mid,Normal,Indeterminate,5,1,Flattened Globe,Pink,Pink,,"Resists cracking?, sweet flavor?",,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Nematodes",,ft.,lb.
2332,2332,Crnkovic Yugoslavian,https://njaes.rutgers.edu/tomato-varieties/variety.php?Crnkovic+Yugoslavian,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,1,Beefsteak,Pink,Pink,,,,Brought into the U.S. by Yasha Crnkovic.,,,,,ft.,lb.
2333,2333,Gum Drop,https://njaes.rutgers.edu/tomato-varieties/variety.php?Gum+Drop,,Specialty,Hybrid,Late,Normal,Indeterminate,8,0.5,Grape,Pink,Pink,,Sweet flavor.,,,,,,,ft.,oz.
2334,2334,Thai Pink Egg,https://njaes.rutgers.edu/tomato-varieties/variety.php?Thai+Pink+Egg,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,4,1.5,Grape,Pink,Pink,,Oval shape.,,,,,,,ft.,oz.
2335,2335,Husky Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Husky+Pink,,Specialty,Hybrid,Mid,Normal,Indeterminate Short Nodes,3,8,Round,Pink,Pink,,,,,,,,,ft.,oz.
2336,2336,Kolb,https://njaes.rutgers.edu/tomato-varieties/variety.php?Kolb,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,1,Beefsteak,Pink,Pink,,,,,,,,,ft.,lb.
2337,2337,Pink Pounder,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Pounder,,Garden,Hybrid,Late,Normal,Indeterminate,7,1,Flattened Globe,Pink,Pink,,,,,,,,,ft.,lb.
2338,2338,Micado Violettor,https://njaes.rutgers.edu/tomato-varieties/variety.php?Micado+Violettor,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,6,6,Flattened Globe,Pink,Pink,,,,,,,,,ft.,oz.
2339,2339,Sakura Honey,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sakura+Honey,,Specialty,Hybrid,Mid,Normal,Indeterminate,7,0.5,Grape,Pink,Pink,,,,,,,,,ft.,oz.
2340,2340,Bali,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bali,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,6,2,Flattened Globe,Pink,Pink,,,,From island of Bali Indonesia. Very ribbed fruit.,,,,,ft.,oz.
2341,2341,Poseidon 43,https://njaes.rutgers.edu/tomato-varieties/variety.php?Poseidon+43,,,Hybrid,Late,,Indeterminate,7,8,Flattened Globe,Pink,Pink,,,,,,,"Verticillium Wilt, Tobbacco Mosaic Virus",,ft.,oz.
2342,2342,Fenda,https://njaes.rutgers.edu/tomato-varieties/variety.php?Fenda,,Commercial,Hybrid,Late,Normal,Indeterminate,6,9,Flattened Globe,Pink,Pink,,,,,,,,,ft.,oz.
2343,2343,Giant Syrian,https://njaes.rutgers.edu/tomato-varieties/variety.php?Giant+Syrian,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,1,Beefsteak,Pink,Pink,,There is some confusion about this variety.  Our seed produced plants with both potato shaped and normal leaves.,,,,,,,ft.,lb.
2344,2344,Pearly Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pearly+Pink,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,1.25,Cherry,Pink,Pink,,,,,,,,,ft.,oz.
2345,2345,Sunpeach,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sunpeach,,,Hybrid,Mid,Normal,Indeterminate,7,0.7,Grape,Pink,Pink,,Crack resistant; form on long trusses.,,,,,,,ft.,oz.
2346,2346,Brave General,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brave+General,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,16,Beefsteak,Pink,Pink,,,Russia,,,,,,ft.,oz.
2347,2347,Grushovka,https://njaes.rutgers.edu/tomato-varieties/variety.php?Grushovka,,Specialty,Open Pollinated,Early,Normal,Determinate,3,6,Round,Pink,Pink,,,Russia,From Siberia.,,,,,ft.,oz.
2348,2348,Mamie Brown's Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mamie+Brown's+Pink,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,16,Beefsteak,Pink,Pink,,,,,,,,,ft.,oz.
